dataset,label,nmse,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
Double-scroll,ESN,0.012439241494322505,[0.99602526 0.97965309 0.98120709],40.0,0.7,0.95,3.0,0.2,,,,,,
Double-scroll,ESN,0.014149837437421058,[0.99520745 0.97559849 0.97908202],40.0,0.7,0.95,3.5,0.0,,,,,,
Double-scroll,ESN,0.014490545684152865,[0.99479715 0.97410391 0.97908898],40.0,0.7,0.95,3.5,0.05,,,,,,
Double-scroll,ESN,0.014552961091279492,[0.99416627 0.96987161 0.9804447 ],40.0,0.7,0.95,3.5,0.1,,,,,,
Double-scroll,ESN,0.014990552261627672,[0.99414319 0.97019382 0.97945102],40.0,0.7,0.95,3.5,0.15,,,,,,
Double-scroll,ESN,0.015284851338823334,[0.99467105 0.97258141 0.97786618],40.0,0.7,0.95,3.5,0.2,,,,,,
Double-scroll,ESN,0.016222024709452394,[0.99431598 0.97076926 0.9765195 ],40.0,0.7,0.95,4.0,0.0,,,,,,
Double-scroll,ESN,0.01610215081788549,[0.99386293 0.96918987 0.97757473],40.0,0.7,0.95,4.0,0.05,,,,,,
Double-scroll,ESN,0.016094896519539173,[0.99302148 0.96470502 0.9793667 ],40.0,0.7,0.95,4.0,0.1,,,,,,
Double-scroll,ESN,0.016488111912585528,[0.99311749 0.96485481 0.97834345],40.0,0.7,0.95,4.0,0.15,,,,,,
Double-scroll,ESN,0.017300116189057215,[0.99342243 0.96610906 0.9760844 ],40.0,0.7,0.95,4.0,0.2,,,,,,
Double-scroll,ESN,0.018034582498019442,[0.99329345 0.96573848 0.9746444 ],40.0,0.7,0.95,4.5,0.0,,,,,,
Double-scroll,ESN,0.01727840812498119,[0.99300586 0.96475893 0.976796  ],40.0,0.7,0.95,4.5,0.05,,,,,,
Double-scroll,ESN,0.01746516609414221,[0.99187455 0.96014716 0.97851556],40.0,0.7,0.95,4.5,0.1,,,,,,
Double-scroll,ESN,0.017614793568975225,[0.99222122 0.96046323 0.97770503],40.0,0.7,0.95,4.5,0.15,,,,,,
Double-scroll,ESN,0.018774211563956644,[0.99234419 0.96110384 0.97499276],40.0,0.7,0.95,4.5,0.2,,,,,,
Double-scroll,ESN,0.01957513614762316,[0.99220022 0.9610883  0.97332209],40.0,0.7,0.95,5.0,0.0,,,,,,
Double-scroll,ESN,0.018218462005055436,[0.99218102 0.9610724  0.97633808],40.0,0.7,0.95,5.0,0.05,,,,,,
Double-scroll,ESN,0.01866812787479994,[0.99074502 0.95639626 0.97782436],40.0,0.7,0.95,5.0,0.1,,,,,,
Double-scroll,ESN,0.01854738470239031,[0.99137716 0.95706046 0.97722946],40.0,0.7,0.95,5.0,0.15,,,,,,
Double-scroll,ESN,0.019862094104494816,[0.99140644 0.9573806  0.97431565],40.0,0.7,0.95,5.0,0.2,,,,,,
Double-scroll,ESN,0.0011246499822705086,[0.99831707 0.99696801 0.99982916],40.0,0.7,1.0,0.1,0.0,,,,,,
Double-scroll,ESN,0.0007754479312170722,[0.9987948  0.99786372 0.99990179],40.0,0.7,1.0,0.1,0.05,,,,,,
Double-scroll,ESN,0.0009888267573312415,[0.99851339 0.99758773 0.9998757 ],40.0,0.7,1.0,0.1,0.1,,,,,,
Double-scroll,ESN,0.001521743689190088,[0.99761032 0.99636068 0.99975297],40.0,0.7,1.0,0.1,0.15,,,,,,
Double-scroll,ESN,0.0012110699342543067,[0.99823232 0.9967255  0.99975652],40.0,0.7,1.0,0.1,0.2,,,,,,
Double-scroll,ESN,0.00028088118221112496,[0.99978949 0.9988506  0.99982957],40.0,0.7,1.0,0.5,0.0,,,,,,
Double-scroll,ESN,0.0003304811390990802,[0.99977979 0.99876455 0.99974567],40.0,0.7,1.0,0.5,0.05,,,,,,
Double-scroll,ESN,0.0004538829811932332,[0.99977089 0.99827809 0.99959069],40.0,0.7,1.0,0.5,0.1,,,,,,
Double-scroll,ESN,0.0004159312124711887,[0.99967698 0.99827209 0.99975935],40.0,0.7,1.0,0.5,0.15,,,,,,
Double-scroll,ESN,0.0003769160982177964,[0.9997471  0.99861497 0.999715  ],40.0,0.7,1.0,0.5,0.2,,,,,,
Double-scroll,ESN,0.0012030476926956789,[0.99938641 0.99604255 0.99880715],40.0,0.7,1.0,1.0,0.0,,,,,,
Double-scroll,ESN,0.0011968929710177514,[0.99933843 0.99634587 0.99882516],40.0,0.7,1.0,1.0,0.05,,,,,,
Double-scroll,ESN,0.0009348759954570423,[0.99940079 0.99674189 0.99922122],40.0,0.7,1.0,1.0,0.1,,,,,,
Double-scroll,ESN,0.0010951790499828485,[0.99940054 0.9963257  0.99896901],40.0,0.7,1.0,1.0,0.15,,,,,,
Double-scroll,ESN,0.0012359008899053127,[0.99943095 0.9960823  0.99870612],40.0,0.7,1.0,1.0,0.2,,,,,,
Double-scroll,ESN,0.0027045725045770075,[0.99861989 0.99225358 0.99713263],40.0,0.7,1.0,1.5,0.0,,,,,,
Double-scroll,ESN,0.003083151574505262,[0.99852721 0.99235824 0.99637064],40.0,0.7,1.0,1.5,0.05,,,,,,
Double-scroll,ESN,0.002320978041070598,[0.99866156 0.99317871 0.99768405],40.0,0.7,1.0,1.5,0.1,,,,,,
Double-scroll,ESN,0.002849391756036215,[0.99862049 0.99334267 0.99661438],40.0,0.7,1.0,1.5,0.15,,,,,,
Double-scroll,ESN,0.0029613685300188177,[0.99861003 0.99354495 0.99639937],40.0,0.7,1.0,1.5,0.2,,,,,,
Double-scroll,ESN,0.00496849029185636,[0.99806167 0.990471   0.99336439],40.0,0.7,1.0,2.0,0.0,,,,,,
Double-scroll,ESN,0.005842990770524722,[0.99766867 0.98812747 0.99207709],40.0,0.7,1.0,2.0,0.05,,,,,,
Double-scroll,ESN,0.0056584778048257645,[0.99748751 0.98692284 0.99290137],40.0,0.7,1.0,2.0,0.1,,,,,,
Double-scroll,ESN,0.00605169149363645,[0.99767649 0.98747575 0.99182766],40.0,0.7,1.0,2.0,0.15,,,,,,
Double-scroll,ESN,0.005550444719462621,[0.99788139 0.98943001 0.99240075],40.0,0.7,1.0,2.0,0.2,,,,,,
Double-scroll,ESN,0.009138568020607469,[0.99677443 0.98402685 0.98680066],40.0,0.7,1.0,2.5,0.0,,,,,,
Double-scroll,ESN,0.00977771982680269,[0.99658017 0.98307436 0.98562639],40.0,0.7,1.0,2.5,0.05,,,,,,
Double-scroll,ESN,0.010461279610950338,[0.9959382  0.97900704 0.98558257],40.0,0.7,1.0,2.5,0.1,,,,,,
Double-scroll,ESN,0.010159866224397511,[0.99640978 0.98090873 0.98544434],40.0,0.7,1.0,2.5,0.15,,,,,,
Double-scroll,ESN,0.008816511269666186,[0.99705784 0.98506519 0.98693814],40.0,0.7,1.0,2.5,0.2,,,,,,
Double-scroll,ESN,0.012169498386780766,[0.99579605 0.979231   0.98202573],40.0,0.7,1.0,3.0,0.0,,,,,,
Double-scroll,ESN,0.012763412531390244,[0.99558339 0.97848857 0.98107099],40.0,0.7,1.0,3.0,0.05,,,,,,
Double-scroll,ESN,0.013408365611995942,[0.99487239 0.97361093 0.98135962],40.0,0.7,1.0,3.0,0.1,,,,,,
Double-scroll,ESN,0.0133731347045117,[0.99510447 0.97506075 0.98095485],40.0,0.7,1.0,3.0,0.15,,,,,,
Double-scroll,ESN,0.012699505429702015,[0.99583041 0.97896051 0.98096515],40.0,0.7,1.0,3.0,0.2,,,,,,
Double-scroll,ESN,0.014534329383393045,[0.99502378 0.97504749 0.97851845],40.0,0.7,1.0,3.5,0.0,,,,,,
Double-scroll,ESN,0.015037740602515934,[0.99460046 0.97346124 0.97819631],40.0,0.7,1.0,3.5,0.05,,,,,,
Double-scroll,ESN,0.015158926947704978,[0.99390598 0.96884688 0.9795581 ],40.0,0.7,1.0,3.5,0.1,,,,,,
Double-scroll,ESN,0.015553840860736428,[0.99389626 0.96931578 0.97862634],40.0,0.7,1.0,3.5,0.15,,,,,,
Double-scroll,ESN,0.015722055160212946,[0.99448188 0.97203132 0.97720159],40.0,0.7,1.0,3.5,0.2,,,,,,
Double-scroll,ESN,0.016590168169368095,[0.99419673 0.97050362 0.97586915],40.0,0.7,1.0,4.0,0.0,,,,,,
Double-scroll,ESN,0.01670369279445167,[0.99366535 0.9685915  0.97656031],40.0,0.7,1.0,4.0,0.05,,,,,,
Double-scroll,ESN,0.016642585341138088,[0.99282356 0.96391724 0.97849213],40.0,0.7,1.0,4.0,0.1,,,,,,
Double-scroll,ESN,0.017119213793324595,[0.99285879 0.96397961 0.97737842],40.0,0.7,1.0,4.0,0.15,,,,,,
Double-scroll,ESN,0.017839734929478684,[0.99322468 0.96548291 0.97521604],40.0,0.7,1.0,4.0,0.2,,,,,,
Double-scroll,ESN,0.018426068927371857,[0.99321847 0.96552735 0.97389716],40.0,0.7,1.0,4.5,0.0,,,,,,
Double-scroll,ESN,0.01787793621267638,[0.99281903 0.96420827 0.97576692],40.0,0.7,1.0,4.5,0.05,,,,,,
Double-scroll,ESN,0.017986120184098585,[0.99170626 0.95937289 0.97766737],40.0,0.7,1.0,4.5,0.1,,,,,,
Double-scroll,ESN,0.01825224671441032,[0.99197239 0.95949871 0.97672947],40.0,0.7,1.0,4.5,0.15,,,,,,
Double-scroll,ESN,0.019365553285227533,[0.99213484 0.96023743 0.97406754],40.0,0.7,1.0,4.5,0.2,,,,,,
Double-scroll,ESN,0.02000132052451827,[0.99215022 0.96077858 0.97249737],40.0,0.7,1.0,5.0,0.0,,,,,,
Double-scroll,ESN,0.01876095303126043,[0.99203446 0.96050094 0.97539477],40.0,0.7,1.0,5.0,0.05,,,,,,
Double-scroll,ESN,0.01913602922997288,[0.99062433 0.95566198 0.97703675],40.0,0.7,1.0,5.0,0.1,,,,,,
Double-scroll,ESN,0.01913318866376623,[0.99115866 0.95603601 0.97634209],40.0,0.7,1.0,5.0,0.15,,,,,,
Double-scroll,ESN,0.020480055726454387,[0.99118401 0.95640437 0.97336976],40.0,0.7,1.0,5.0,0.2,,,,,,
Double-scroll,ESN,0.0016839715880574405,[0.9974694  0.99564516 0.99970575],40.0,0.7,1.05,0.1,0.0,,,,,,
Double-scroll,ESN,0.001204533565446564,[0.99813112 0.99679709 0.99982693],40.0,0.7,1.05,0.1,0.05,,,,,,
Double-scroll,ESN,0.0012679797972941769,[0.99806843 0.99704746 0.99982631],40.0,0.7,1.05,0.1,0.1,,,,,,
Double-scroll,ESN,0.0018299356457972928,[0.99723401 0.99540755 0.99964109],40.0,0.7,1.05,0.1,0.15,,,,,,
Double-scroll,ESN,0.0014533443245078027,[0.99793843 0.99599383 0.99967037],40.0,0.7,1.05,0.1,0.2,,,,,,
Double-scroll,ESN,0.00033059108951578495,[0.99975233 0.99861412 0.99980682],40.0,0.7,1.05,0.5,0.0,,,,,,
Double-scroll,ESN,0.00037863470526293164,[0.99975581 0.99852566 0.99971385],40.0,0.7,1.05,0.5,0.05,,,,,,
Double-scroll,ESN,0.0005221550303339424,[0.99971804 0.99790501 0.9995706 ],40.0,0.7,1.05,0.5,0.1,,,,,,
Double-scroll,ESN,0.0004886548301203574,[0.9995983  0.99807694 0.99971689],40.0,0.7,1.05,0.5,0.15,,,,,,
Double-scroll,ESN,0.00044982456749511767,[0.99966081 0.99846047 0.99967174],40.0,0.7,1.05,0.5,0.2,,,,,,
Double-scroll,ESN,0.0012611575659453773,[0.99934999 0.9959272  0.99874025],40.0,0.7,1.05,1.0,0.0,,,,,,
Double-scroll,ESN,0.0012703334794973108,[0.99927427 0.99605579 0.99878771],40.0,0.7,1.05,1.0,0.05,,,,,,
Double-scroll,ESN,0.0010193058084466949,[0.99932248 0.99643961 0.99917655],40.0,0.7,1.05,1.0,0.1,,,,,,
Double-scroll,ESN,0.0012090184781766756,[0.9993161  0.99579671 0.99890911],40.0,0.7,1.05,1.0,0.15,,,,,,
Double-scroll,ESN,0.0013203869056165637,[0.99940178 0.99575831 0.99861263],40.0,0.7,1.05,1.0,0.2,,,,,,
Double-scroll,ESN,0.0030408160155640605,[0.99840938 0.99104574 0.99683163],40.0,0.7,1.05,1.5,0.0,,,,,,
Double-scroll,ESN,0.003289875875963896,[0.99837258 0.99178749 0.99619575],40.0,0.7,1.05,1.5,0.05,,,,,,
Double-scroll,ESN,0.002433044040511717,[0.99853843 0.99279822 0.99763553],40.0,0.7,1.05,1.5,0.1,,,,,,
Double-scroll,ESN,0.0029392883805297336,[0.99848524 0.992927   0.99663873],40.0,0.7,1.05,1.5,0.15,,,,,,
Double-scroll,ESN,0.003148803100513862,[0.99844696 0.9930172  0.99625974],40.0,0.7,1.05,1.5,0.2,,,,,,
Double-scroll,ESN,0.005075476665215452,[0.99794144 0.98988904 0.99339187],40.0,0.7,1.05,2.0,0.0,,,,,,
Double-scroll,ESN,0.0059314793456678745,[0.99753078 0.98764014 0.99213686],40.0,0.7,1.05,2.0,0.05,,,,,,
Double-scroll,ESN,0.005489729201167207,[0.997406   0.98684416 0.99337089],40.0,0.7,1.05,2.0,0.1,,,,,,
Double-scroll,ESN,0.006114480221832582,[0.99752585 0.98704005 0.99194025],40.0,0.7,1.05,2.0,0.15,,,,,,
Double-scroll,ESN,0.005858955230090144,[0.9976094  0.98841209 0.99222285],40.0,0.7,1.05,2.0,0.2,,,,,,
Double-scroll,ESN,0.009320578156406658,[0.99667846 0.98362086 0.98663314],40.0,0.7,1.05,2.5,0.0,,,,,,
Double-scroll,ESN,0.010003225098492828,[0.99641453 0.98237242 0.9854544 ],40.0,0.7,1.05,2.5,0.05,,,,,,
Double-scroll,ESN,0.010549468459491796,[0.99572932 0.97825566 0.98575113],40.0,0.7,1.05,2.5,0.1,,,,,,
Double-scroll,ESN,0.010278158826475418,[0.99624374 0.98014042 0.98551021],40.0,0.7,1.05,2.5,0.15,,,,,,
Double-scroll,ESN,0.009005447875577546,[0.99682392 0.98408078 0.9869741 ],40.0,0.7,1.05,2.5,0.2,,,,,,
Double-scroll,ESN,0.012521165110244549,[0.99562775 0.97860411 0.98158831],40.0,0.7,1.05,3.0,0.0,,,,,,
Double-scroll,ESN,0.013177077000454084,[0.99540027 0.97781664 0.98048338],40.0,0.7,1.05,3.0,0.05,,,,,,
Double-scroll,ESN,0.013897845927325644,[0.99455901 0.97238414 0.98083447],40.0,0.7,1.05,3.0,0.1,,,,,,
Double-scroll,ESN,0.013711778059733901,[0.99491156 0.97423457 0.98056475],40.0,0.7,1.05,3.0,0.15,,,,,,
Double-scroll,ESN,0.012900653610773714,[0.99562821 0.97822336 0.98086922],40.0,0.7,1.05,3.0,0.2,,,,,,
Double-scroll,ESN,0.014907398959288177,[0.99483417 0.9744759  0.97799891],40.0,0.7,1.05,3.5,0.0,,,,,,
Double-scroll,ESN,0.015541567994774155,[0.99441596 0.97288379 0.97737599],40.0,0.7,1.05,3.5,0.05,,,,,,
Double-scroll,ESN,0.015743898031129556,[0.99362996 0.96779074 0.97874234],40.0,0.7,1.05,3.5,0.1,,,,,,
Double-scroll,ESN,0.016048250699365312,[0.99367032 0.9685221  0.97791646],40.0,0.7,1.05,3.5,0.15,,,,,,
Double-scroll,ESN,0.01608919968804827,[0.99429557 0.97151311 0.97668115],40.0,0.7,1.05,3.5,0.2,,,,,,
Double-scroll,ESN,0.016938814689136432,[0.99406781 0.97021753 0.97527436],40.0,0.7,1.05,4.0,0.0,,,,,,
Double-scroll,ESN,0.01728221842448982,[0.99347579 0.96801896 0.97558315],40.0,0.7,1.05,4.0,0.05,,,,,,
Double-scroll,ESN,0.017183511461838188,[0.99261941 0.96314015 0.97763853],40.0,0.7,1.05,4.0,0.1,,,,,,
Double-scroll,ESN,0.017712009331732677,[0.99261122 0.96318552 0.97647261],40.0,0.7,1.05,4.0,0.15,,,,,,
Double-scroll,ESN,0.01832169720253147,[0.99304199 0.96498869 0.974435  ],40.0,0.7,1.05,4.0,0.2,,,,,,
Double-scroll,ESN,0.018780536039005848,[0.99314974 0.96541046 0.97320453],40.0,0.7,1.05,4.5,0.0,,,,,,
Double-scroll,ESN,0.01847798186968799,[0.99263414 0.96368129 0.97473268],40.0,0.7,1.05,4.5,0.05,,,,,,
Double-scroll,ESN,0.018496906292637814,[0.99154191 0.9586683  0.97682464],40.0,0.7,1.05,4.5,0.1,,,,,,
Double-scroll,ESN,0.01888039090098348,[0.99172864 0.9586377  0.97575267],40.0,0.7,1.05,4.5,0.15,,,,,,
Double-scroll,ESN,0.019911873764778532,[0.99194821 0.95954463 0.97318493],40.0,0.7,1.05,4.5,0.2,,,,,,
Double-scroll,ESN,0.020390496551648218,[0.99211189 0.96058719 0.97172003],40.0,0.7,1.05,5.0,0.0,,,,,,
Double-scroll,ESN,0.019325743550916447,[0.99187655 0.95996942 0.97440981],40.0,0.7,1.05,5.0,0.05,,,,,,
Double-scroll,ESN,0.019618648721024572,[0.99049373 0.95494178 0.97622551],40.0,0.7,1.05,5.0,0.1,,,,,,
Double-scroll,ESN,0.01973419315273262,[0.99094088 0.95508539 0.97541079],40.0,0.7,1.05,5.0,0.15,,,,,,
Double-scroll,ESN,0.021061830116509462,[0.99099135 0.95554834 0.97244945],40.0,0.7,1.05,5.0,0.2,,,,,,
Double-scroll,ESN,0.0022229547812933088,[0.99675475 0.99393208 0.99955012],40.0,0.7,1.1,0.1,0.0,,,,,,
Double-scroll,ESN,0.0017057618703397272,[0.99742168 0.99553997 0.99968853],40.0,0.7,1.1,0.1,0.05,,,,,,
Double-scroll,ESN,0.0015857369729504983,[0.99761407 0.99626066 0.99972386],40.0,0.7,1.1,0.1,0.1,,,,,,
Double-scroll,ESN,0.0022171011575660366,[0.99694251 0.99389685 0.99938048],40.0,0.7,1.1,0.1,0.15,,,,,,
Double-scroll,ESN,0.0016869084174319236,[0.99766218 0.99532948 0.99957473],40.0,0.7,1.1,0.1,0.2,,,,,,
Double-scroll,ESN,0.00039681361138500836,[0.99970307 0.99832932 0.99977006],40.0,0.7,1.1,0.5,0.0,,,,,,
Double-scroll,ESN,0.00044772455299932747,[0.99972525 0.99824674 0.99965308],40.0,0.7,1.1,0.5,0.05,,,,,,
Double-scroll,ESN,0.0006184788519208759,[0.99964108 0.99737372 0.99954352],40.0,0.7,1.1,0.5,0.1,,,,,,
Double-scroll,ESN,0.0005827677265223208,[0.99949568 0.99779491 0.99966822],40.0,0.7,1.1,0.5,0.15,,,,,,
Double-scroll,ESN,0.0005370265110901635,[0.99955695 0.99826611 0.99962146],40.0,0.7,1.1,0.5,0.2,,,,,,
Double-scroll,ESN,0.001306961232378687,[0.99931906 0.99585973 0.99868414],40.0,0.7,1.1,1.0,0.0,,,,,,
Double-scroll,ESN,0.0013330506362453896,[0.99921541 0.99580537 0.99876009],40.0,0.7,1.1,1.0,0.05,,,,,,
Double-scroll,ESN,0.0011190037473308787,[0.99923173 0.99609744 0.99912018],40.0,0.7,1.1,1.0,0.1,,,,,,
Double-scroll,ESN,0.001333132304194141,[0.99922368 0.9952235  0.99884401],40.0,0.7,1.1,1.0,0.15,,,,,,
Double-scroll,ESN,0.0013952344730226575,[0.99938212 0.99551015 0.99851412],40.0,0.7,1.1,1.0,0.2,,,,,,
Double-scroll,ESN,0.003352126276940347,[0.9982177  0.9899607  0.99654657],40.0,0.7,1.1,1.5,0.0,,,,,,
Double-scroll,ESN,0.003463514698978311,[0.99821876 0.99124269 0.99608329],40.0,0.7,1.1,1.5,0.05,,,,,,
Double-scroll,ESN,0.0025542121779662005,[0.99841283 0.99242194 0.99756829],40.0,0.7,1.1,1.5,0.1,,,,,,
Double-scroll,ESN,0.00303621932338126,[0.99835763 0.99253542 0.996636  ],40.0,0.7,1.1,1.5,0.15,,,,,,
Double-scroll,ESN,0.00332588945749774,[0.99830173 0.99251786 0.99611297],40.0,0.7,1.1,1.5,0.2,,,,,,
Double-scroll,ESN,0.0052346296845200944,[0.99777519 0.98908293 0.99337938],40.0,0.7,1.1,2.0,0.0,,,,,,
Double-scroll,ESN,0.006077779684300179,[0.99737983 0.98713107 0.99208741],40.0,0.7,1.1,2.0,0.05,,,,,,
Double-scroll,ESN,0.005357872320680593,[0.99731664 0.98676556 0.99376653],40.0,0.7,1.1,2.0,0.1,,,,,,
Double-scroll,ESN,0.00619311010420967,[0.99736745 0.98662292 0.99202358],40.0,0.7,1.1,2.0,0.15,,,,,,
Double-scroll,ESN,0.0062206663557195525,[0.99730674 0.98732403 0.9919706 ],40.0,0.7,1.1,2.0,0.2,,,,,,
Double-scroll,ESN,0.009433194140655892,[0.99659413 0.98326989 0.98658851],40.0,0.7,1.1,2.5,0.0,,,,,,
Double-scroll,ESN,0.010163473822244338,[0.99625773 0.98174364 0.98540531],40.0,0.7,1.1,2.5,0.05,,,,,,
Double-scroll,ESN,0.010502946868826996,[0.9955678  0.97779509 0.98611304],40.0,0.7,1.1,2.5,0.1,,,,,,
Double-scroll,ESN,0.010339200318815443,[0.99609101 0.97948883 0.9856686 ],40.0,0.7,1.1,2.5,0.15,,,,,,
Double-scroll,ESN,0.009221172295338587,[0.99656681 0.98303979 0.98699004],40.0,0.7,1.1,2.5,0.2,,,,,,
Double-scroll,ESN,0.01282943573284678,[0.9954823  0.97803731 0.98121771],40.0,0.7,1.1,3.0,0.0,,,,,,
Double-scroll,ESN,0.013534675413814068,[0.99522572 0.97717288 0.98000992],40.0,0.7,1.1,3.0,0.05,,,,,,
Double-scroll,ESN,0.01428318701011826,[0.99426149 0.97126617 0.98050239],40.0,0.7,1.1,3.0,0.1,,,,,,
Double-scroll,ESN,0.013967765457633265,[0.99474023 0.97349861 0.98031728],40.0,0.7,1.1,3.0,0.15,,,,,,
Double-scroll,ESN,0.013058740557880843,[0.99541619 0.9774328  0.98088952],40.0,0.7,1.1,3.0,0.2,,,,,,
Double-scroll,ESN,0.01526305868264819,[0.99464541 0.9739039  0.97752901],40.0,0.7,1.1,3.5,0.0,,,,,,
Double-scroll,ESN,0.015992896629900475,[0.99424379 0.97237137 0.97664899],40.0,0.7,1.1,3.5,0.05,,,,,,
Double-scroll,ESN,0.016286803407772107,[0.99334214 0.96671745 0.97803623],40.0,0.7,1.1,3.5,0.1,,,,,,
Double-scroll,ESN,0.016464859054166323,[0.99346863 0.96782173 0.97733518],40.0,0.7,1.1,3.5,0.15,,,,,,
Double-scroll,ESN,0.016391906492760764,[0.9941045  0.97098347 0.97630821],40.0,0.7,1.1,3.5,0.2,,,,,,
Double-scroll,ESN,0.017274692018236424,[0.99392413 0.9698892  0.97473236],40.0,0.7,1.1,4.0,0.0,,,,,,
Double-scroll,ESN,0.017823347632652295,[0.99329679 0.96749692 0.97466692],40.0,0.7,1.1,4.0,0.05,,,,,,
Double-scroll,ESN,0.01771215122564185,[0.9924038  0.96234644 0.97682911],40.0,0.7,1.1,4.0,0.1,,,,,,
Double-scroll,ESN,0.018251174812571457,[0.99237886 0.96247219 0.97565494],40.0,0.7,1.1,4.0,0.15,,,,,,
Double-scroll,ESN,0.018742042811878693,[0.99286824 0.96458324 0.97376393],40.0,0.7,1.1,4.0,0.2,,,,,,
Double-scroll,ESN,0.019105051862613614,[0.99307889 0.96533655 0.97256892],40.0,0.7,1.1,4.5,0.0,,,,,,
Double-scroll,ESN,0.01906793166360565,[0.99245314 0.96317032 0.97371509],40.0,0.7,1.1,4.5,0.05,,,,,,
Double-scroll,ESN,0.018993712885653182,[0.99137866 0.9580168  0.97600232],40.0,0.7,1.1,4.5,0.1,,,,,,
Double-scroll,ESN,0.019486677520982806,[0.99149018 0.95786722 0.97480396],40.0,0.7,1.1,4.5,0.15,,,,,,
Double-scroll,ESN,0.020410790724099417,[0.99177708 0.95901001 0.97236141],40.0,0.7,1.1,4.5,0.2,,,,,,
Double-scroll,ESN,0.020742919490433425,[0.99208376 0.96051381 0.97098949],40.0,0.7,1.1,5.0,0.0,,,,,,
Double-scroll,ESN,0.019903759167268043,[0.99171217 0.95946978 0.97339915],40.0,0.7,1.1,5.0,0.05,,,,,,
Double-scroll,ESN,0.02010291983895282,[0.99035948 0.95426455 0.97540736],40.0,0.7,1.1,5.0,0.1,,,,,,
Double-scroll,ESN,0.02034040429463229,[0.99072303 0.9542191  0.97445601],40.0,0.7,1.1,5.0,0.15,,,,,,
Double-scroll,ESN,0.021603088309008284,[0.99082384 0.95482536 0.97156597],40.0,0.7,1.1,5.0,0.2,,,,,,
Double-scroll,ESN,0.0029244791385865903,[0.99582972 0.99187425 0.99932045],40.0,0.7,1.15,0.1,0.0,,,,,,
Double-scroll,ESN,0.00225021814039603,[0.99668004 0.99410013 0.99950113],40.0,0.7,1.15,0.1,0.05,,,,,,
Double-scroll,ESN,0.002200275891244426,[0.9968266  0.99434299 0.99946509],40.0,0.7,1.15,0.1,0.1,,,,,,
Double-scroll,ESN,0.0028887421209853196,[0.99639532 0.99170316 0.99891328],40.0,0.7,1.15,0.1,0.15,,,,,,
Double-scroll,ESN,0.0019574814407982938,[0.99735347 0.99460703 0.99945368],40.0,0.7,1.15,0.1,0.2,,,,,,
Double-scroll,ESN,0.0004823599321000064,[0.99963474 0.9979936  0.99972006],40.0,0.7,1.15,0.5,0.0,,,,,,
Double-scroll,ESN,0.0005398564529364707,[0.9996789  0.99793193 0.99956724],40.0,0.7,1.15,0.5,0.05,,,,,,
Double-scroll,ESN,0.0007554016873196688,[0.99952566 0.99667961 0.99949606],40.0,0.7,1.15,0.5,0.1,,,,,,
Double-scroll,ESN,0.0007027809216237109,[0.99935686 0.99740169 0.99961972],40.0,0.7,1.15,0.5,0.15,,,,,,
Double-scroll,ESN,0.0006386064977589228,[0.99943583 0.99802694 0.99956548],40.0,0.7,1.15,0.5,0.2,,,,,,
Double-scroll,ESN,0.001347637406951904,[0.99929017 0.99581174 0.99863253],40.0,0.7,1.15,1.0,0.0,,,,,,
Double-scroll,ESN,0.0013937677455975056,[0.99915824 0.99556619 0.99873323],40.0,0.7,1.15,1.0,0.05,,,,,,
Double-scroll,ESN,0.0012424994600897209,[0.99912483 0.99567957 0.99904402],40.0,0.7,1.15,1.0,0.1,,,,,,
Double-scroll,ESN,0.0014661107902901908,[0.99912598 0.99462836 0.99877043],40.0,0.7,1.15,1.0,0.15,,,,,,
Double-scroll,ESN,0.0014610887354304253,[0.99936555 0.99533039 0.99841807],40.0,0.7,1.15,1.0,0.2,,,,,,
Double-scroll,ESN,0.0036183932906041468,[0.99805962 0.98907768 0.99629221],40.0,0.7,1.15,1.5,0.0,,,,,,
Double-scroll,ESN,0.0036010776942131412,[0.99807053 0.99073304 0.99603386],40.0,0.7,1.15,1.5,0.05,,,,,,
Double-scroll,ESN,0.002669445811796994,[0.99828689 0.9920623  0.99751076],40.0,0.7,1.15,1.5,0.1,,,,,,
Double-scroll,ESN,0.0031191999114804523,[0.99824947 0.99221331 0.99662924],40.0,0.7,1.15,1.5,0.15,,,,,,
Double-scroll,ESN,0.003485287148336107,[0.99818171 0.99204519 0.99596668],40.0,0.7,1.15,1.5,0.2,,,,,,
Double-scroll,ESN,0.005459995429610238,[0.99755474 0.98802137 0.99330575],40.0,0.7,1.15,2.0,0.0,,,,,,
Double-scroll,ESN,0.006279205261370984,[0.99721359 0.9865807  0.99193633],40.0,0.7,1.15,2.0,0.05,,,,,,
Double-scroll,ESN,0.005301116186647285,[0.99720594 0.98659162 0.99403665],40.0,0.7,1.15,2.0,0.1,,,,,,
Double-scroll,ESN,0.006310738627549985,[0.99719321 0.98616715 0.99204612],40.0,0.7,1.15,2.0,0.15,,,,,,
Double-scroll,ESN,0.006630246193045962,[0.99698645 0.98621209 0.99163368],40.0,0.7,1.15,2.0,0.2,,,,,,
Double-scroll,ESN,0.009489456909112558,[0.99651111 0.98293333 0.98665624],40.0,0.7,1.15,2.5,0.0,,,,,,
